ORDER	ITEM_NUMBER	ITEM_DESCRIPTION	LOT_NUMBER	REC_DATE	USED_DATE	VARIETY	BRIX	DECAY_JC	TGRAD	USAGE
0001031849	75000021       	APPLE/GALA/FR SLICE/CONV      	270171              	20150918	20151001	GALA           	12.900000	NULL	FS             	-788.000000
0001031849	75000091       	APPLE/MIXED/ELIM/CONV         	261047              	20150917	20151001	MIXED AP       	NULL	0	JE             	-1028.000000
0001031849	75000091       	APPLE/MIXED/ELIM/CONV         	261048              	20150923	20151001	MIXED AP       	NULL	0	JE             	-866.000000
0001031849	75000010       	APPLE/GRANNY/FR SLICE/CONV    	270104              	20150909	20151001	GS             	12.800000	NULL	FS             	-577.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	268409              	20150930	20151001	RED            	14.300000	0	JC             	-64400.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	268440              	20150930	20151001	RED            	13.800000	1.000000	JC             	-69900.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	268454              	20151001	20151001	RED            	14.800000	0	JC             	-66380.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270601              	20150928	20151001	RED            	15.000000	1.000000	JC             	-50587.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270603              	20150928	20151001	RED            	13.600000	1.000000	JC             	-58950.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270625              	20150928	20151002	RED            	14.800000	1.000000	JC             	-6082.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270643              	20150929	20151001	RED            	14.100000	0	JC             	-55270.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270649              	20150929	20151001	RED            	14.800000	1.000000	JC             	-53940.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270650              	20150929	20151001	RED            	14.500000	0	JC             	-65200.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270651              	20150929	20151002	RED            	15.000000	0	JC             	-60450.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270665              	20150929	20151001	RED            	14.300000	0	JC             	-56720.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270671              	20150929	20151001	RED            	13.800000	1.000000	JC             	-57740.000000
0001031849	75000002       	APPLE/RED/JUICE/CONV          	270700              	20150929	20151001	RED            	14.600000	0	JC             	-64340.000000
0001031849	75000018       	APPLE/FUJI/JUICE/CONV         	270321              	20150930	20151001	FUJI           	16.200000	2.000000	JC             	-23024.000000
0001031849	75000018       	APPLE/FUJI/JUICE/CONV         	270611              	20150928	20151001	FUJI           	16.800000	0	JC             	-62540.000000
0001031849	75000025       	APPLE/GALA/JUICE/CONV         	270684              	20150929	20151001	GALA           	12.900000	0	JC             	-55098.000000
0001031849	75000013       	APPLE/GRANNY/JUICE/CONV       	268431              	20150930	20151001	GS             	13.000000	0	JC             	-62804.000000
0001031849	75000013       	APPLE/GRANNY/JUICE/CONV       	268456              	20151001	20151001	GS             	0	0	               	-25809.000000
0001031849	75000013       	APPLE/GRANNY/JUICE/CONV       	270542              	20150925	20151002	GS             	12.000000	0	JC             	-24382.000000
0001031849	75000013       	APPLE/GRANNY/JUICE/CONV       	270599              	20150928	20151001	GS             	13.000000	1.000000	JC             	-59366.000000
0001031849	75000013       	APPLE/GRANNY/JUICE/CONV       	270615              	20150928	20151002	GS             	10.900000	1.000000	JC             	-63340.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	268737              	20151005	20151007	GOLD           	13.500000	0	JC             	-55440.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	268793              	20151006	20151007	GOLD           	13.800000	0	JC             	-54640.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	268848              	20151007	20151007	GOLD           	13.600000	0	JC             	-29155.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	268848              	20151007	20151005	GOLD           	13.600000	0	JC             	29155.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	283702              	20151008	20151007	GOLD           	14.800000	3.000000	JC             	-60500.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	283738              	20151009	20151007	GOLD           	14.300000	0	JC             	-60500.000000
0001032003	75000006       	APPLE/GOLD/JUICE/CONV         	283756              	20151010	20151007	GOLD           	14.600000	4.000000	JC             	-34351.000000
0001032003	75000057       	APPLE/OTHER/JUICE/CONV        	268434              	20150930	20151007	OTHER          	14.600000	0	JC             	-34432.000000
0001032003	75000057       	APPLE/OTHER/JUICE/CONV        	268434              	20150930	20151007	OTHER          	14.600000	0	JC             	-30808.000000
0001032003	75000057       	APPLE/OTHER/JUICE/CONV        	268434              	20150930	20151005	OTHER          	14.600000	0	JC             	34432.000000
0001032003	75000534       	APPLE/GOLD/JUICE/BF           	268845              	20151007	20151007	GOLD           	13.600000	0	JC             	-59900.000000
0001032003	75000534       	APPLE/GOLD/JUICE/BF           	268845              	20151007	20151005	GOLD           	13.600000	0	JC             	59900.000000
0001032003	75000534       	APPLE/GOLD/JUICE/BF           	268878              	20151007	20151007	GOLD           	14.200000	3.000000	JC             	-59230.000000
0001032003	75000534       	APPLE/GOLD/JUICE/BF           	268878              	20151007	20151005	GOLD           	14.200000	3.000000	JC             	59230.000000
0001032003	75000023       	APPLE/GALA/PEELER/CONV        	268713              	20151003	20151007	GALA           	16.100000	NULL	SP2            	-35412.000000
0001032003	75000023       	APPLE/GALA/PEELER/CONV        	268713              	20151003	20151005	GALA           	16.100000	NULL	SP2            	35412.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268841              	20151007	20151007	HONEY          	16.400000	NULL	SP2            	-25867.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268841              	20151007	20151005	HONEY          	16.400000	NULL	SP2            	25867.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268891              	20151008	20151007	HONEY          	15.300000	NULL	SP2            	-58120.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268891              	20151008	20151005	HONEY          	15.300000	NULL	SP2            	58120.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268895              	20151008	20151007	HONEY          	14.800000	NULL	SP2            	-57865.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268895              	20151008	20151005	HONEY          	14.800000	NULL	SP2            	57865.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268900              	20151008	20151007	HONEY          	14.300000	NULL	SP2            	-8831.000000
0001032003	75000055       	APPLE/OTHER/PEELER/CONV       	268900              	20151008	20151005	HONEY          	14.300000	NULL	SP2            	8831.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268729              	20151003	20151007	RED            	14.800000	0	JC             	-55100.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268768              	20151005	20151007	RED            	13.800000	0	JC             	-59310.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268772              	20151005	20151007	RED            	14.300000	0	JC             	-58530.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268808              	20151006	20151007	RED            	13.800000	0	JC             	-41417.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268814              	20151006	20151007	RED            	14.300000	0	JC             	-59490.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268827              	20151006	20151007	RED            	15.000000	0	JC             	-64320.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268834              	20151006	20151007	RED            	15.000000	0	JC             	-57510.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268838              	20151007	20151007	RED            	14.300000	0	JC             	-58580.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268838              	20151007	20151005	RED            	14.300000	0	JC             	58580.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268850              	20151007	20151007	RED            	13.800000	0	JC             	-65320.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268850              	20151007	20151005	RED            	13.800000	0	JC             	65320.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268858              	20151007	20151007	RED            	13.600000	0	JC             	-56790.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268865              	20151007	20151007	RED            	14.500000	0	JC             	-56180.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	268867              	20151007	20151007	RED            	14.600000	0	JC             	-60660.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	270692              	20150929	20151007	RED            	14.500000	0	JC             	-54560.000000
0001032003	75000002       	APPLE/RED/JUICE/CONV          	283707              	20151008	20151007	RED            	14.300000	0	JC             	-56390.000000
0001032003	75000018       	APPLE/FUJI/JUICE/CONV         	268495              	20151002	20151007	FUJI           	16.800000	1.000000	JC             	-60100.000000
0001032003	75000018       	APPLE/FUJI/JUICE/CONV         	268707              	20151002	20151007	FUJI           	0	0	               	-61030.000000
0001032003	75000025       	APPLE/GALA/JUICE/CONV         	268714              	20151003	20151007	GALA           	16.100000	0	JC             	-16821.000000
0001032003	75000025       	APPLE/GALA/JUICE/CONV         	268714              	20151003	20151005	GALA           	16.100000	0	JC             	16821.000000
0001032003	75000013       	APPLE/GRANNY/JUICE/CONV       	268809              	20151006	20151007	GS             	11.000000	0	JC             	-56660.000000
0001032003	75000013       	APPLE/GRANNY/JUICE/CONV       	268847              	20151007	20151007	GS             	11.800000	0	JC             	-55020.000000
0001032003	75000013       	APPLE/GRANNY/JUICE/CONV       	270340              	20151001	20151007	GS             	12.100000	0	JC             	-41692.000000
0001032003	75000013       	APPLE/GRANNY/JUICE/CONV       	270340              	20151001	20151007	GS             	12.100000	0	JC             	-16378.000000
0001032144	75000006       	APPLE/GOLD/JUICE/CONV         	283756              	20151010	20151012	GOLD           	14.600000	4.000000	JC             	-21265.000000
0001032144	75000006       	APPLE/GOLD/JUICE/CONV         	283770              	20151012	20151012	GOLD           	14.600000	2.000000	JC             	-13229.000000
0001032144	75000006       	APPLE/GOLD/JUICE/CONV         	283774              	20151012	20151012	GOLD           	14.300000	0	JC             	-23037.000000
0001032144	75000006       	APPLE/GOLD/JUICE/CONV         	283872              	20151015	20151012	GOLD           	13.300000	0	JC             	-16119.000000
0001032144	75000006       	APPLE/GOLD/JUICE/CONV         	283954              	20151017	20151012	GOLD           	13.500000	1.000000	JC             	-22349.000000
0001032144	75000006       	APPLE/GOLD/JUICE/CONV         	283963              	20151017	20151012	GOLD           	13.500000	1.000000	JC             	-28784.000000
0001032144	75000529       	APPLE/HONEYCRISP/JUICE/CONV   	283806              	20151013	20151012	HONEY          	16.300000	1.000000	JC             	-26190.000000
0001032144	75000529       	APPLE/HONEYCRISP/JUICE/CONV   	283806              	20151013	20151012	HONEY          	16.300000	1.000000	JC             	-34920.000000
0001032144	75000529       	APPLE/HONEYCRISP/JUICE/CONV   	283808              	20151013	20151012	HONEY          	15.800000	1.000000	JC             	-19869.000000
0001032144	75000529       	APPLE/HONEYCRISP/JUICE/CONV   	283864              	20151014	20151012	HONEY          	14.100000	1.000000	JC             	-2694.000000
0001032144	75000036       	APPLE/JONAGOLD/JUICE/CONV     	283792              	20151013	20151012	JGOLD          	14.800000	3.000000	JC             	-37995.000000
0001032144	75000036       	APPLE/JONAGOLD/JUICE/CONV     	283871              	20151015	20151012	JGOLD          	15.100000	0	JC             	-31388.000000
0001032144	75000011       	APPLE/GRANNY/PEELER/CONV      	270355              	20151008	20151012	GS             	13.400000	NULL	SP2            	-60042.000000
0001032144	75000011       	APPLE/GRANNY/PEELER/CONV      	283865              	20151014	20151012	GS             	12.500000	NULL	SP2            	-13469.000000
0001032144	75000004       	APPLE/GOLD/PEELER/CONV        	268088              	20150922	20151012	GOLD           	13.300000	NULL	SP2            	-1.000000
0001032144	75000004       	APPLE/GOLD/PEELER/CONV        	270316              	20150930	20151012	GOLD           	17.700000	NULL	SP2            	-7871.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	268436              	20150930	20151012	RED            	14.800000	1.000000	JC             	-54420.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283729              	20151008	20151012	RED            	14.800000	0	JC             	-32434.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283730              	20151008	20151012	RED            	14.600000	0	JC             	-55400.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283733              	20151008	20151012	RED            	13.900000	0	JC             	-58180.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283734              	20151008	20151012	RED            	14.600000	0	JC             	-62360.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283835              	20151014	20151012	RED            	15.200000	0	JC             	-59440.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283836              	20151014	20151012	RED            	14.800000	0	JC             	-60440.000000
0001032144	75000002       	APPLE/RED/JUICE/CONV          	283861              	20151014	20151012	RED            	14.600000	1.000000	JC             	-59400.000000
0001032144	75000030       	APPLE/BRAEBURN/JUICE/CONV     	268458              	20151001	20151012	BRAEB          	15.600000	0	JC             	-23445.000000
0001032144	75000030       	APPLE/BRAEBURN/JUICE/CONV     	283863              	20151014	20151012	BRAEB          	14.800000	1.000000	JC             	-7184.000000
0001032144	75000018       	APPLE/FUJI/JUICE/CONV         	283769              	20151012	20151012	FUJI           	16.900000	1.000000	JC             	-42994.000000
0001032144	75000025       	APPLE/GALA/JUICE/CONV         	283829              	20151013	20151012	GALA           	15.400000	1.000000	JC             	-60425.000000
0001032144	75000025       	APPLE/GALA/JUICE/CONV         	283866              	20151014	20151012	GALA           	15.300000	1.000000	JC             	-12571.000000
0001032144	75000025       	APPLE/GALA/JUICE/CONV         	283870              	20151015	20151012	GALA           	15.300000	0	JC             	-13573.000000
0001032144	75000013       	APPLE/GRANNY/JUICE/CONV       	270352              	20151007	20151012	GS             	15.900000	0	JC             	-49942.000000
0001032144	75000013       	APPLE/GRANNY/JUICE/CONV       	270358              	20151008	20151012	GS             	13.000000	0	JC             	-33204.000000
0001032144	75000013       	APPLE/GRANNY/JUICE/CONV       	270358              	20151008	20151012	GS             	13.000000	0	JC             	-31694.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	265464              	20151007	20151029	GOLD           	12.600000	1.000000	JC             	-29926.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284085              	20151023	20151029	GOLD           	13.000000	1.000000	JC             	-5602.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284087              	20151023	20151029	GOLD           	13.200000	1.000000	JC             	-33064.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284174              	20151027	20151029	GOLD           	14.300000	1.000000	JC             	-28507.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284174              	20151027	20151029	GOLD           	14.300000	1.000000	JC             	-39542.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284185              	20151027	20151029	GOLD           	11.800000	1.000000	JC             	-57296.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284185              	20151027	20151029	GOLD           	11.800000	1.000000	JC             	-3697.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284194              	20151027	20151029	GOLD           	14.000000	1.000000	JC             	-57970.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284240              	20151028	20151029	GOLD           	14.800000	1.000000	JC             	-63175.000000
0001032378	75000006       	APPLE/GOLD/JUICE/CONV         	284270              	20151029	20151029	GOLD           	12.800000	1.000000	JC             	-60203.000000
0001032378	75000050       	APPLE/ROME/PEELER CTRCT/CONV  	268153              	20150923	20151029	ROME           	14.500000	NULL	SP2            	-6221.000000
0001032378	75000050       	APPLE/ROME/PEELER CTRCT/CONV  	270586              	20150926	20151029	ROME           	13.800000	NULL	SP2            	-15110.000000
0001032378	75000036       	APPLE/JONAGOLD/JUICE/CONV     	284144              	20151026	20151029	JGOLD          	15.800000	1.000000	JC             	-7057.000000
0001032378	75000036       	APPLE/JONAGOLD/JUICE/CONV     	284156              	20151026	20151029	JGOLD          	15.500000	1.000000	JC             	-29568.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	283855              	20151014	20151029	RED            	15.000000	0	JC             	-59620.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284176              	20151027	20151029	RED            	14.400000	1.000000	JC             	-24561.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284176              	20151027	20151029	RED            	14.400000	1.000000	JC             	-32748.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284177              	20151027	20151029	RED            	14.300000	1.000000	JC             	-61130.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284209              	20151028	20151029	RED            	14.600000	1.000000	JC             	-69800.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284214              	20151028	20151029	RED            	14.800000	1.000000	JC             	-67820.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284218              	20151028	20151029	RED            	13.800000	1.000000	JC             	-60780.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284241              	20151028	20151029	RED            	14.600000	1.000000	JC             	-9025.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284242              	20151028	20151029	RED            	14.900000	1.000000	JC             	-68680.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284253              	20151029	20151029	RED            	14.100000	1.000000	JC             	-69380.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284257              	20151029	20151029	RED            	15.000000	1.000000	JC             	-67320.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284259              	20151029	20151029	RED            	14.500000	1.000000	JC             	-61880.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284269              	20151029	20151029	RED            	13.800000	1.000000	JC             	-9597.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284278              	20151029	20151029	RED            	14.400000	1.000000	JC             	-56180.000000
0001032378	75000002       	APPLE/RED/JUICE/CONV          	284283              	20151030	20151029	RED            	13.800000	1.000000	JC             	-61640.000000
0001032378	75000018       	APPLE/FUJI/JUICE/CONV         	280110              	20151026	20151029	FUJI           	21.100000	0	JC             	-11350.000000
0001032378	75000018       	APPLE/FUJI/JUICE/CONV         	280113              	20151026	20151029	FUJI           	15.400000	1.000000	JC             	-9922.000000
0001032378	75000018       	APPLE/FUJI/JUICE/CONV         	283862              	20151014	20151029	FUJI           	16.800000	1.000000	JC             	-2694.000000
0001032378	75000018       	APPLE/FUJI/JUICE/CONV         	283862              	20151014	20151029	FUJI           	16.800000	1.000000	JC             	-3591.000000
0001032378	75000025       	APPLE/GALA/JUICE/CONV         	280119              	20151026	20151029	GALA           	15.100000	1.000000	JC             	-31321.000000
0001032378	75000025       	APPLE/GALA/JUICE/CONV         	283892              	20151015	20151029	GALA           	18.600000	1.000000	JC             	-5052.000000
0001032378	75000025       	APPLE/GALA/JUICE/CONV         	284200              	20151027	20151029	GALA           	15.500000	1.000000	JC             	-13775.000000
0001032378	75000025       	APPLE/GALA/JUICE/CONV         	284222              	20151028	20151029	GALA           	15.600000	1.000000	JC             	-78000.000000
0001032378	75000025       	APPLE/GALA/JUICE/CONV         	284266              	20151029	20151029	GALA           	15.600000	1.000000	JC             	-71320.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	270445              	20151020	20151029	GS             	13.100000	2.000000	JC             	-41490.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	280107              	20151023	20151029	GS             	12.100000	0	JC             	-51067.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	284086              	20151023	20151029	GS             	0	0	               	-14938.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	284130              	20151026	20151029	GS             	11.600000	1.000000	JC             	-24256.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	284148              	20151026	20151029	GS             	12.000000	2.000000	JC             	-60880.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	284168              	20151027	20151029	GS             	12.000000	1.000000	JC             	-53460.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	284196              	20151027	20151029	GS             	12.000000	1.000000	JC             	-21094.000000
0001032378	75000013       	APPLE/GRANNY/JUICE/CONV       	284233              	20151028	20151029	GS             	11.200000	1.000000	JC             	-45640.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	270456              	20151021	20151104	GOLD           	15.500000	0	JC             	-16460.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	282515              	20151102	20151104	GOLD           	14.100000	1.000000	JC             	-56660.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	282528              	20151102	20151104	GOLD           	12.600000	1.000000	JC             	-52520.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	282583              	20151104	20151104	GOLD           	13.000000	1.000000	JC             	-21184.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	284199              	20151027	20151104	GOLD           	14.200000	1.000000	JC             	-16205.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	284210              	20151028	20151104	GOLD           	14.200000	1.000000	JC             	-21939.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	284272              	20151029	20151104	GOLD           	13.300000	1.000000	JC             	-38467.000000
0001032481	75000006       	APPLE/GOLD/JUICE/CONV         	284272              	20151029	20151104	GOLD           	13.300000	1.000000	JC             	-17485.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	282505              	20151031	20151104	RED            	14.600000	1.000000	JC             	-3500.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	282529              	20151102	20151104	RED            	14.600000	1.000000	JC             	-59540.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	282582              	20151104	20151104	RED            	14.300000	1.000000	JC             	-45016.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284170              	20151027	20151104	RED            	14.100000	1.000000	JC             	-34834.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284217              	20151028	20151104	RED            	14.500000	1.000000	JC             	-59570.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284263              	20151029	20151104	RED            	15.000000	1.000000	JC             	-60000.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284298              	20151030	20151104	RED            	14.100000	1.000000	JC             	-24370.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284298              	20151030	20151104	RED            	14.100000	1.000000	JC             	-31590.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284464              	20151026	20151104	RED            	0	0	               	-60080.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284474              	20151027	20151104	RED            	0	0	               	-58890.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284490              	20151028	20151104	RED            	0	0	               	-60574.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284500              	20151029	20151104	RED            	0	1.000000	               	-61444.000000
0001032481	75000002       	APPLE/RED/JUICE/CONV          	284502              	20151029	20151104	RED            	0	0	               	-64960.000000
0001032481	75000025       	APPLE/GALA/JUICE/CONV         	282571              	20151104	20151104	GALA           	15.400000	1.000000	JC             	-55360.000000
0001032481	75000025       	APPLE/GALA/JUICE/CONV         	282590              	20151105	20151104	GALA           	15.300000	1.000000	JC             	-22417.000000
0001032481	75000013       	APPLE/GRANNY/JUICE/CONV       	270356              	20151008	20151104	GS             	12.900000	0	JC             	-36589.000000
0001032481	75000013       	APPLE/GRANNY/JUICE/CONV       	270469              	20151021	20151104	GS             	12.600000	1.000000	JC             	-23895.000000
0001032481	75000013       	APPLE/GRANNY/JUICE/CONV       	270474              	20151021	20151104	GS             	14.100000	0	JC             	-5649.000000
0001032481	75000013       	APPLE/GRANNY/JUICE/CONV       	270497              	20151023	20151104	GS             	13.800000	0	JC             	-42900.000000
0001032481	75000013       	APPLE/GRANNY/JUICE/CONV       	270497              	20151023	20151104	GS             	13.800000	0	JC             	-24513.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	265638              	20151111	20151206	GOLD           	14.200000	1.000000	JC             	-52008.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	265638              	20151111	20151206	GOLD           	14.200000	1.000000	JC             	-1.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	282650              	20151130	20151206	GOLD           	12.500000	1.000000	JC             	-58950.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	282662              	20151130	20151206	GOLD           	13.000000	1.000000	JC             	-3361.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	282662              	20151130	20151206	GOLD           	13.000000	1.000000	JC             	-57139.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	282668              	20151130	20151206	GOLD           	12.600000	1.000000	JC             	-1.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	282674              	20151201	20151206	GOLD           	13.000000	1.000000	JC             	-4409.000000
0001032883	75000006       	APPLE/GOLD/JUICE/CONV         	282679              	20151201	20151206	GOLD           	12.800000	1.000000	JC             	-58429.000000
